Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Date,IFNULLSign,Table Name,ValueNumberSigns,DateAdd,Raw Value,ScaledValue,Suffix,Value
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/08/2002,,owner_occupier_1,,1/09/1997,11228,11.228,k,11228
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/08/2002,$,owner_occupier_1,$,1/09/1997,6231200000,6.2312,b,6231.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2002,$,owner_occupier_1,$,1/09/1997,1789300000,1.7893,b,1789.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2002,,owner_occupier_1,,1/10/1997,29019,29.019,k,29019
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/09/2002,,owner_occupier_1,,1/10/1997,10516,10.516,k,10516
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/09/2002,$,owner_occupier_1,$,1/10/1997,5971200000,5.9712,b,5971.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2002,$,owner_occupier_1,$,1/10/1997,1726800000,1.7268,b,1726.8
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2002,,owner_occupier_1,,1/11/1997,31550,31.55,k,31550
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/10/2002,,owner_occupier_1,,1/11/1997,11781,11.781,k,11781
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/10/2002,$,owner_occupier_1,$,1/11/1997,6579000000,6.579,b,6579
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2002,$,owner_occupier_1,$,1/11/1997,1888300000,1.8883,b,1888.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2002,,owner_occupier_1,,1/12/1997,30628,30.628,k,30628
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/11/2002,,owner_occupier_1,,1/12/1997,11408,11.408,k,11408
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/11/2002,$,owner_occupier_1,$,1/12/1997,6494600000,6.4946,b,6494.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2002,$,owner_occupier_1,$,1/12/1997,1836400000,1.8364,b,1836.4
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2002,,owner_occupier_1,,1/01/1998,29534,29.534,k,29534
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/12/2002,,owner_occupier_1,,1/01/1998,10938,10.938,k,10938
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/12/2002,$,owner_occupier_1,$,1/01/1998,6383500000,6.3835,b,6383.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2002,$,owner_occupier_1,$,1/01/1998,1813200000,1.8132,b,1813.2
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2003,,owner_occupier_1,,1/02/1998,27636,27.636,k,27636
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/01/2003,,owner_occupier_1,,1/02/1998,9563,9.563,k,9563
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/01/2003,$,owner_occupier_1,$,1/02/1998,5944400000,5.9444,b,5944.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2003,$,owner_occupier_1,$,1/02/1998,1535300000,1.5353,b,1535.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2003,,owner_occupier_1,,1/03/1998,29412,29.412,k,29412
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/02/2003,,owner_occupier_1,,1/03/1998,11099,11.099,k,11099
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/02/2003,$,owner_occupier_1,$,1/03/1998,6306400000,6.3064,b,6306.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2003,$,owner_occupier_1,$,1/03/1998,1841100000,1.8411,b,1841.1
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2003,,owner_occupier_1,,1/04/1998,32006,32.006,k,32006
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/03/2003,,owner_occupier_1,,1/04/1998,12574,12.574,k,12574
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/03/2003,$,owner_occupier_1,$,1/04/1998,7040300000,7.0403,b,7040.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2003,$,owner_occupier_1,$,1/04/1998,2151100000,2.1511,b,2151.1
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2003,,owner_occupier_1,,1/05/1998,30704,30.704,k,30704
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/04/2003,,owner_occupier_1,,1/05/1998,11755,11.755,k,11755
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/04/2003,$,owner_occupier_1,$,1/05/1998,6984500000,6.9845,b,6984.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2003,$,owner_occupier_1,$,1/05/1998,2047100000,2.0471,b,2047.1
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2003,,owner_occupier_1,,1/06/1998,34717,34.717,k,34717
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/05/2003,,owner_occupier_1,,1/06/1998,13087,13.087,k,13087
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/05/2003,$,owner_occupier_1,$,1/06/1998,7996200000,7.9962,b,7996.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2003,$,owner_occupier_1,$,1/06/1998,2303500000,2.3035,b,2303.5
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2003,,owner_occupier_1,,1/07/1998,32550,32.55,k,32550
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/06/2003,,owner_occupier_1,,1/07/1998,13256,13.256,k,13256
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/06/2003,$,owner_occupier_1,$,1/07/1998,7589000000,7.589,b,7589
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2003,$,owner_occupier_1,$,1/07/1998,2378300000,2.3783,b,2378.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2003,,owner_occupier_1,,1/08/1998,35587,35.587,k,35587
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/07/2003,,owner_occupier_1,,1/08/1998,14421,14.421,k,14421
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/07/2003,$,owner_occupier_1,$,1/08/1998,8453800000,8.4538,b,8453.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2003,$,owner_occupier_1,$,1/08/1998,2684900000,2.6849,b,2684.9
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2003,,owner_occupier_1,,1/09/1998,32697,32.697,k,32697
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/08/2003,,owner_occupier_1,,1/09/1998,13778,13.778,k,13778
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/08/2003,$,owner_occupier_1,$,1/09/1998,7918000000,7.918,b,7918
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2003,$,owner_occupier_1,$,1/09/1998,2591400000,2.5914,b,2591.4
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2003,,owner_occupier_1,,1/10/1998,33656,33.656,k,33656
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/09/2003,,owner_occupier_1,,1/10/1998,14712,14.712,k,14712
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/09/2003,$,owner_occupier_1,$,1/10/1998,8211200000,8.2112,b,8211.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2003,$,owner_occupier_1,$,1/10/1998,2808700000,2.8087,b,2808.7
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2003,,owner_occupier_1,,1/11/1998,34940,34.94,k,34940
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/10/2003,,owner_occupier_1,,1/11/1998,15301,15.301,k,15301
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/10/2003,$,owner_occupier_1,$,1/11/1998,8578500000,8.5785,b,8578.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2003,$,owner_occupier_1,$,1/11/1998,2831800000,2.8318,b,2831.8
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2003,,owner_occupier_1,,1/12/1998,31187,31.187,k,31187
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/11/2003,,owner_occupier_1,,1/12/1998,14485,14.485,k,14485
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/11/2003,$,owner_occupier_1,$,1/12/1998,7806800000,7.8068,b,7806.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2003,$,owner_occupier_1,$,1/12/1998,2604500000,2.6045,b,2604.5
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2003,,owner_occupier_1,,1/01/1999,30883,30.883,k,30883
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/12/2003,,owner_occupier_1,,1/01/1999,15150,15.15,k,15150
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/12/2003,$,owner_occupier_1,$,1/01/1999,7695000000,7.695,b,7695
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2003,$,owner_occupier_1,$,1/01/1999,2678100000,2.6781,b,2678.1
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2004,,owner_occupier_1,,1/02/1999,23026,23.026,k,23026
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/01/2004,,owner_occupier_1,,1/02/1999,11347,11.347,k,11347
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/01/2004,$,owner_occupier_1,$,1/02/1999,5689900000,5.6899,b,5689.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2004,$,owner_occupier_1,$,1/02/1999,2059500000,2.0595,b,2059.5
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2004,,owner_occupier_1,,1/03/1999,25502,25.502,k,25502
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/02/2004,,owner_occupier_1,,1/03/1999,12095,12.095,k,12095
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/02/2004,$,owner_occupier_1,$,1/03/1999,6392800000,6.3928,b,6392.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2004,$,owner_occupier_1,$,1/03/1999,2322300000,2.3223,b,2322.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2004,,owner_occupier_1,,1/04/1999,30442,30.442,k,30442
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/03/2004,,owner_occupier_1,,1/04/1999,14237,14.237,k,14237
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/03/2004,$,owner_occupier_1,$,1/04/1999,7873600000,7.8736,b,7873.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2004,$,owner_occupier_1,$,1/04/1999,2814000000,2.814,b,2814
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2004,,owner_occupier_1,,1/05/1999,26358,26.358,k,26358
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/04/2004,,owner_occupier_1,,1/05/1999,12049,12.049,k,12049
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/04/2004,$,owner_occupier_1,$,1/05/1999,7009100000,7.0091,b,7009.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2004,$,owner_occupier_1,$,1/05/1999,2433000000,2.433,b,2433
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2004,,owner_occupier_1,,1/06/1999,28092,28.092,k,28092
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/05/2004,,owner_occupier_1,,1/06/1999,12573,12.573,k,12573
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/05/2004,$,owner_occupier_1,$,1/06/1999,7562000000,7.562,b,7562
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2004,$,owner_occupier_1,$,1/06/1999,2565800000,2.5658,b,2565.8
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2004,,owner_occupier_1,,1/07/1999,28458,28.458,k,28458
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/06/2004,,owner_occupier_1,,1/07/1999,13183,13.183,k,13183
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/06/2004,$,owner_occupier_1,$,1/07/1999,7553100000,7.5531,b,7553.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2004,$,owner_occupier_1,$,1/07/1999,2695800000,2.6958,b,2695.8
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2004,,owner_occupier_1,,1/08/1999,28453,28.453,k,28453
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/07/2004,,owner_occupier_1,,1/08/1999,12503,12.503,k,12503
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/07/2004,$,owner_occupier_1,$,1/08/1999,7628000000,7.628,b,7628
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2004,$,owner_occupier_1,$,1/08/1999,2575600000,2.5756,b,2575.6
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2004,,owner_occupier_1,,1/09/1999,28527,28.527,k,28527
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/08/2004,,owner_occupier_1,,1/09/1999,12520,12.52,k,12520
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/08/2004,$,owner_occupier_1,$,1/09/1999,7561800000,7.5618,b,7561.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2004,$,owner_occupier_1,$,1/09/1999,2596500000,2.5965,b,2596.5
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2004,,owner_occupier_1,,1/10/1999,28816,28.816,k,28816
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/09/2004,,owner_occupier_1,,1/10/1999,12426,12.426,k,12426
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/09/2004,$,owner_occupier_1,$,1/10/1999,7664700000,7.6647,b,7664.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2004,$,owner_occupier_1,$,1/10/1999,2619900000,2.6199,b,2619.9
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2004,,owner_occupier_1,,1/11/1999,27173,27.173,k,27173
