Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Date,IFNULLSign,Table Name,ValueNumberSigns,DateAdd,Raw Value,ScaledValue,Suffix,Value
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/10/2011,,owner_occupier_1,,1/11/2006,11994,11.994,k,11994
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/11/2011,,owner_occupier_1,,1/12/2006,13080,13.08,k,13080
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/12/2011,,owner_occupier_1,,1/01/2007,12955,12.955,k,12955
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/01/2012,,owner_occupier_1,,1/02/2007,10861,10.861,k,10861
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/02/2012,,owner_occupier_1,,1/03/2007,12396,12.396,k,12396
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/03/2012,,owner_occupier_1,,1/04/2007,13920,13.92,k,13920
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/04/2012,,owner_occupier_1,,1/05/2007,11870,11.87,k,11870
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/05/2012,,owner_occupier_1,,1/06/2007,14009,14.009,k,14009
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/06/2012,,owner_occupier_1,,1/07/2007,12510,12.51,k,12510
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/07/2012,,owner_occupier_1,,1/08/2007,12299,12.299,k,12299
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/08/2012,,owner_occupier_1,,1/09/2007,12904,12.904,k,12904
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/09/2012,,owner_occupier_1,,1/10/2007,11265,11.265,k,11265
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/10/2012,,owner_occupier_1,,1/11/2007,12887,12.887,k,12887
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/11/2012,,owner_occupier_1,,1/12/2007,13137,13.137,k,13137
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/12/2012,,owner_occupier_1,,1/01/2008,11427,11.427,k,11427
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/01/2013,,owner_occupier_1,,1/02/2008,10143,10.143,k,10143
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/02/2013,,owner_occupier_1,,1/03/2008,10844,10.844,k,10844
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/03/2013,,owner_occupier_1,,1/04/2008,11930,11.93,k,11930
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/04/2013,,owner_occupier_1,,1/05/2008,12607,12.607,k,12607
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/05/2013,,owner_occupier_1,,1/06/2008,14321,14.321,k,14321
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/06/2013,,owner_occupier_1,,1/07/2008,12942,12.942,k,12942
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/07/2013,,owner_occupier_1,,1/08/2008,14046,14.046,k,14046
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/08/2013,,owner_occupier_1,,1/09/2008,13200,13.2,k,13200
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/09/2013,,owner_occupier_1,,1/10/2008,13664,13.664,k,13664
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/10/2013,,owner_occupier_1,,1/11/2008,14036,14.036,k,14036
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/11/2013,,owner_occupier_1,,1/12/2008,13651,13.651,k,13651
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/12/2013,,owner_occupier_1,,1/01/2009,12803,12.803,k,12803
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/01/2014,,owner_occupier_1,,1/02/2009,10750,10.75,k,10750
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/02/2014,,owner_occupier_1,,1/03/2009,12245,12.245,k,12245
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/03/2014,,owner_occupier_1,,1/04/2009,12300,12.3,k,12300
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/04/2014,,owner_occupier_1,,1/05/2009,11862,11.862,k,11862
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/05/2014,,owner_occupier_1,,1/06/2009,13391,13.391,k,13391
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/06/2014,,owner_occupier_1,,1/07/2009,13003,13.003,k,13003
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/07/2014,,owner_occupier_1,,1/08/2009,13595,13.595,k,13595
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/08/2014,,owner_occupier_1,,1/09/2009,12691,12.691,k,12691
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/09/2014,,owner_occupier_1,,1/10/2009,13326,13.326,k,13326
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/10/2014,,owner_occupier_1,,1/11/2009,14347,14.347,k,14347
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/11/2014,,owner_occupier_1,,1/12/2009,13301,13.301,k,13301
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/12/2014,,owner_occupier_1,,1/01/2010,14000,14,k,14000
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/01/2015,,owner_occupier_1,,1/02/2010,11144,11.144,k,11144
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/02/2015,,owner_occupier_1,,1/03/2010,12691,12.691,k,12691
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/03/2015,,owner_occupier_1,,1/04/2010,15552,15.552,k,15552
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/04/2015,,owner_occupier_1,,1/05/2010,13797,13.797,k,13797
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/05/2015,,owner_occupier_1,,1/06/2010,14281,14.281,k,14281
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/06/2015,,owner_occupier_1,,1/07/2010,15811,15.811,k,15811
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/07/2015,,owner_occupier_1,,1/08/2010,15368,15.368,k,15368
Housing Finance,Owner occupier,New loan commitments,External refinancing,Number,1/08/2015,,owner_occupier_1,,1/09/2010,13883,13.883,k,13883
